week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews
2019-10-06,19,30098714.42,Beetlejuice,Winter Garden Theatre,925658.32,1310008.0,89.34,223.0,10361,1493,0.8675,8,0
2019-10-13,20,35212990.4,Beetlejuice,Winter Garden Theatre,1249044.7,1310008.0,103.7,223.0,12045,1493,1.0085,8,0
2019-10-20,21,34644583.03,Beetlejuice,Winter Garden Theatre,1104331.5,1310008.0,94.15,223.0,11730,1493,0.9821,8,0
2019-10-27,22,33983842.0,Beetlejuice,Winter Garden Theatre,1079678.5,1310008.0,95.94,248.0,11254,1493,0.9422,8,0
2019-11-03,23,31122600.61,Beetlejuice,Winter Garden Theatre,1075706.52,1299868.0,93.41,248.0,11516,1493,0.9642,8,0
2019-11-10,24,35399366.34,Beetlejuice,Winter Garden Theatre,1212734.5,1299868.0,104.83,323.0,11569,1493,0.9686,8,0
2019-11-17,25,32819620.56,Beetlejuice,Winter Garden Theatre,965164.3,1310008.0,96.56,323.0,9996,1493,0.8369,8,0
2019-11-24,26,32015928.6,Beetlejuice,Winter Garden Theatre,965559.6,1310008.0,99.0,323.0,9753,1493,0.8166,8,0
2019-12-01,27,41687333.21,Beetlejuice,Winter Garden Theatre,1589838.9,1320148.0,131.37,373.0,12102,1493,1.0132,8,0
2019-12-08,28,38317632.21,Beetlejuice,Winter Garden Theatre,1076499.8,1310008.0,98.55,323.0,10923,1493,0.9145,8,0
2019-12-15,29,38869140.81,Beetlejuice,Winter Garden Theatre,1182899.14,1310008.0,101.4,323.0,11666,1493,0.9767,8,0
2019-12-22,30,40645773.41,Beetlejuice,Winter Garden Theatre,1417444.8,1310008.0,120.91,373.0,11723,1493,0.9815,8,0
2019-12-29,31,55765407.59,Beetlejuice,Winter Garden Theatre,2175859.12,1478829.0,158.44,373.0,13733,1493,1.022,9,0
2020-01-05,32,43095640.58,Beetlejuice,Winter Garden Theatre,1435799.0,1151327.0,134.44,373.0,10680,1493,1.0219,7,0
2020-01-12,33,31126364.49,Beetlejuice,Winter Garden Theatre,1243994.07,1310008.0,102.72,323.0,12110,1493,1.0139,8,0
2020-01-19,34,30443387.93,Beetlejuice,Winter Garden Theatre,1357341.2,1320148.0,115.9,323.0,11711,1493,0.9805,8,0
2020-01-26,35,27611965.75,Beetlejuice,Winter Garden Theatre,1145688.1,1310008.0,96.28,323.0,11900,1493,0.9963,8,0
2020-02-02,36,26036075.42,Beetlejuice,Winter Garden Theatre,1053959.9,1310008.0,91.71,323.0,11492,1493,0.9622,8,0
2020-02-09,37,26971364.47,Beetlejuice,Winter Garden Theatre,1044068.02,1310008.0,90.85,323.0,11492,1493,0.9622,8,0
2020-02-16,38,31152553.11,Beetlejuice,Winter Garden Theatre,1337688.94,1320148.0,116.95,323.0,11438,1493,0.9576,8,0
2020-02-23,39,29195909.75,Beetlejuice,Winter Garden Theatre,1319654.35,1310008.0,108.57,323.0,12155,1493,1.0177,8,0
2020-03-01,40,26109896.25,Beetlejuice,Winter Garden Theatre,1077911.6,1310008.0,94.78,323.0,11373,1493,0.9522,8,0
2020-03-08,,,Beetlejuice,Winter Garden Theatre,"$1,023,779.60","$1,310,008.00",$94.78,$323.00,"10,802","1,493",90.44%,8,0
2001-03-18,42,12531868.0,Bells Are Ringing,Plymouth Theatre,263839.0,610863.0,40.33,86.25,6542,1022,0.8001,0,8
2001-03-25,43,13799318.0,Bells Are Ringing,Plymouth Theatre,290322.0,610863.0,44.95,86.25,6459,1022,0.79,0,8
2001-04-01,44,14046708.0,Bells Are Ringing,Plymouth Theatre,305331.0,610863.0,44.32,86.25,6890,1022,0.8427,0,8
2001-04-08,45,13176230.0,Bells Are Ringing,Plymouth Theatre,268297.0,609868.0,45.61,86.25,5883,1022,0.7195,0,8
2001-04-15,46,16068538.0,Bells Are Ringing,Plymouth Theatre,265468.0,609868.0,53.11,86.25,4998,1022,0.6113,4,4
2001-04-22,47,16539565.0,Bells Are Ringing,Plymouth Theatre,339072.0,609868.0,52.85,86.25,6416,1022,0.7847,8,0
2001-04-29,48,15306809.0,Bells Are Ringing,Plymouth Theatre,307734.0,609868.0,53.33,86.25,5770,1022,0.7057,8,0
2001-05-06,49,14289082.0,Bells Are Ringing,Plymouth Theatre,284763.0,609868.0,52.17,86.25,5458,1022,0.6676,8,0
2001-05-13,50,14170585.0,Bells Are Ringing,Plymouth Theatre,300506.0,609868.0,51.39,86.25,5847,1022,0.7151,8,0
2001-05-20,51,14439110.0,Bells Are Ringing,Plymouth Theatre,242173.0,609868.0,58.99,86.25,4105,1022,0.5021,8,0
2001-05-27,52,14569844.0,Bells Are Ringing,Plymouth Theatre,242836.0,609868.0,57.72,86.25,4207,1022,0.5146,8,0
2001-06-03,1,12570102.0,Bells Are Ringing,Plymouth Theatre,187184.0,609868.0,49.4,86.25,3789,1022,0.4634,8,0
2001-06-10,2,13766975.0,Bells Are Ringing,Plymouth Theatre,229651.0,609868.0,49.36,86.25,4653,1022,0.5691,8,0
1985-12-15,28,4169643.0,Benefactors,Brooks Atkinson Theatre,101291.0,,24.63,,4113,1080,0.7617,0,5
1985-12-22,29,3483038.0,Benefactors,Brooks Atkinson Theatre,150313.0,,23.88,,6295,1080,0.7286,1,7
1985-12-29,30,5287547.0,Benefactors,Brooks Atkinson Theatre,223396.0,,30.24,,7388,1080,0.8551,8,0
1986-01-05,31,4720108.0,Benefactors,Brooks Atkinson Theatre,230504.0,,30.92,,7454,1080,0.8627,8,0
1986-01-12,32,3809728.0,Benefactors,Brooks Atkinson Theatre,202005.0,,28.83,,7006,1080,0.8109,8,0
1986-01-19,33,4111558.0,Benefactors,Brooks Atkinson Theatre,242633.0,,29.94,,8104,1080,0.938,8,0
1986-01-26,34,3555363.0,Benefactors,Brooks Atkinson Theatre,197982.0,,29.76,,6653,1080,0.77,8,0
1986-02-02,35,3306361.0,Benefactors,Brooks Atkinson Theatre,186953.0,,30.3,,6170,1080,0.7141,8,0
1986-02-09,36,3054492.0,Benefactors,Brooks Atkinson Theatre,164781.0,,31.48,,5234,1080,0.6058,8,0
1986-02-16,37,3882120.0,Benefactors,Brooks Atkinson Theatre,195184.0,,30.58,,6383,1080,0.7388,8,0
1986-02-23,38,3483191.0,Benefactors,Brooks Atkinson Theatre,169024.0,,29.27,,5774,1080,0.6683,8,0
1986-03-02,39,3156411.0,Benefactors,Brooks Atkinson Theatre,161100.0,,29.63,,5437,1080,0.6293,8,0
1986-03-09,40,3017183.0,Benefactors,Brooks Atkinson Theatre,170488.0,,28.79,,5922,1080,0.6854,8,0
1986-03-16,41,3442545.0,Benefactors,Brooks Atkinson Theatre,176853.0,,28.55,,6194,1080,0.7169,8,0
1986-03-23,42,3533147.0,Benefactors,Brooks Atkinson Theatre,179899.0,,28.77,,6252,1080,0.7236,8,0
1986-03-30,43,3991705.0,Benefactors,Brooks Atkinson Theatre,178990.0,,27.76,,6448,1080,0.7463,8,0
1986-04-06,44,3632735.0,Benefactors,Brooks Atkinson Theatre,166552.0,,28.26,,5894,1080,0.6822,8,0
1986-04-13,45,3409648.0,Benefactors,Brooks Atkinson Theatre,154158.0,,28.1,,5486,1080,0.635,8,0
1986-04-20,46,3727500.0,Benefactors,Brooks Atkinson Theatre,143967.0,,29.41,,4895,1080,0.5666,8,0
1986-04-27,47,3822705.0,Benefactors,Brooks Atkinson Theatre,131535.0,,28.25,,4656,1080,0.5389,8,0
1986-05-04,48,3964216.0,Benefactors,Brooks Atkinson Theatre,125593.0,,27.48,,4571,1080,0.5291,8,0
1986-05-11,49,4084435.0,Benefactors,Brooks Atkinson Theatre,123090.0,,27.68,,4447,1080,0.5147,8,0
1986-05-18,50,4304818.0,Benefactors,Brooks Atkinson Theatre,140964.0,,28.04,,5027,1080,0.5818,8,0
1986-05-25,51,4094262.0,Benefactors,Brooks Atkinson Theatre,138578.0,,25.26,,5487,1080,0.6351,8,0
1986-06-01,52,3310430.0,Benefactors,Brooks Atkinson Theatre,103561.0,,25.84,,4007,1080,0.4638,8,0
1986-06-08,1,3846160.0,Benefactors,Brooks Atkinson Theatre,121940.0,,26.08,,4675,1080,0.5411,8,0
1986-06-15,2,3679698.0,Benefactors,Brooks Atkinson Theatre,118247.0,,25.34,,4667,1080,0.5402,8,0
1986-06-22,3,3767289.0,Benefactors,Brooks Atkinson Theatre,81989.0,,25.42,,3226,1080,0.3734,8,0
1986-06-29,4,3900725.0,Benefactors,Brooks Atkinson Theatre,90627.0,,24.82,,3652,1088,0.4196,8,0
2011-03-13,42,18553514.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,409304.0,629680.0,90.53,300.0,4521,1356,0.8335,0,4
2011-03-20,43,22207686.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,637756.0,1259360.0,79.13,300.0,8060,1356,0.743,0,8
2011-03-27,44,22037020.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,556666.0,1259360.0,68.39,300.0,8140,1356,0.7504,0,8
2011-04-03,45,22130175.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,459237.0,1101940.0,65.91,300.0,6968,1356,0.7341,4,3
2011-04-10,46,23247078.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,539283.0,1259360.0,93.97,300.0,5739,1356,0.529,8,0
2011-04-17,47,23884809.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,477410.0,1259360.0,94.0,300.0,5079,1356,0.4682,8,0
2011-04-24,48,28847803.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,605321.0,1259360.0,94.33,300.0,6417,1356,0.5915,8,0
2011-05-01,49,23500499.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,461825.0,1259360.0,91.98,300.0,5021,1356,0.4629,8,0
2011-05-08,50,22125984.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,437657.0,1259360.0,88.4,300.0,4951,1356,0.4564,8,0
2011-05-15,51,23029213.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,441996.0,1259360.0,80.97,300.0,5459,1356,0.5032,8,0
2011-05-22,52,24911286.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,505010.0,1259360.0,81.1,300.0,6227,1356,0.574,8,0
2011-05-29,53,23738929.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,430122.0,1259360.0,77.37,300.0,5559,1356,0.5124,8,0
2011-06-05,1,20598785.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,359010.0,1259360.0,78.66,300.0,4564,1356,0.4207,8,0
2011-06-12,2,21540626.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,375999.0,1259360.0,80.24,300.0,4686,1356,0.432,8,0
2011-06-19,3,22679500.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,371492.0,1259360.0,76.88,300.0,4832,1356,0.4454,8,0
2011-06-26,4,23765758.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,358806.0,1259360.0,77.51,300.0,4629,1356,0.4267,8,0
2011-07-03,5,21841232.0,Bengal Tiger at the Baghdad Zoo,Richard Rodgers Theatre,462927.0,1259360.0,67.39,300.0,6869,1356,0.6332,8,0
2018-09-02,14,32089527.57,Bernhardt/Hamlet,American Airlines Theatre,119604.0,230640.0,56.74,,2108,736,0.9547,0,3
2018-09-09,15,29524979.46,Bernhardt/Hamlet,American Airlines Theatre,243680.7,538160.0,56.66,,4301,736,0.8348,0,7
2018-09-16,16,28771784.4,Bernhardt/Hamlet,American Airlines Theatre,301943.2,615040.0,61.36,,4921,736,0.8358,0,8
2018-09-23,17,26309335.52,Bernhardt/Hamlet,American Airlines Theatre,308873.3,615040.0,56.44,,5473,736,0.9295,0,8
2018-09-30,18,29521717.1,Bernhardt/Hamlet,American Airlines Theatre,280541.7,538160.0,59.05,250.0,4751,736,0.9222,7,0
2018-10-07,19,33381110.92,Bernhardt/Hamlet,American Airlines Theatre,365370.7,615040.0,80.2,250.0,4556,736,0.7738,8,0
2018-10-14,20,33387818.47,Bernhardt/Hamlet,American Airlines Theatre,366680.1,615040.0,83.95,250.0,4368,736,0.7418,8,0
2018-10-21,21,34344692.7,Bernhardt/Hamlet,American Airlines Theatre,397610.5,615040.0,83.81,250.0,4744,736,0.8057,8,0
2018-10-28,22,33133984.13,Bernhardt/Hamlet,American Airlines Theatre,345038.2,615040.0,74.41,250.0,4637,736,0.7875,8,0
2018-11-04,23,33078711.53,Bernhardt/Hamlet,American Airlines Theatre,373035.6,615040.0,80.66,250.0,4625,736,0.7855,8,0
2018-11-11,24,37230401.33,Bernhardt/Hamlet,American Airlines Theatre,422323.3,615040.0,87.09,250.0,4849,736,0.8235,8,0
2018-11-18,25,36501888.28,Bernhardt/Hamlet,American Airlines Theatre,361533.4,615040.0,66.84,250.0,5409,736,0.9186,8,0
2000-10-22,21,12750060.0,Betrayal,American Airlines Theatre,146149.0,265320.0,46.1,65.0,3170,740,0.8568,0,5
2000-10-29,22,12047356.0,Betrayal,American Airlines Theatre,240418.0,349943.0,46.23,65.0,5200,740,0.8784,0,8
2000-11-05,23,11983552.0,Betrayal,American Airlines Theatre,222519.0,306200.0,47.59,65.0,4676,740,0.9027,0,7
2000-11-12,24,13488202.0,Betrayal,American Airlines Theatre,251360.0,349943.0,47.76,65.0,5263,740,0.889,0,8
2000-11-19,25,13120245.0,Betrayal,American Airlines Theatre,213192.0,306200.0,51.26,65.0,4159,740,0.8029,7,0
2000-11-26,26,16031977.0,Betrayal,American Airlines Theatre,284107.0,349943.0,52.92,65.0,5369,740,0.9069,8,0
2000-12-03,27,13352110.0,Betrayal,American Airlines Theatre,251824.0,306200.0,50.99,65.0,4939,740,0.9535,7,0
2000-12-10,28,14842521.0,Betrayal,American Airlines Theatre,277288.0,349943.0,50.27,65.0,5516,740,0.9318,8,0
2000-12-17,29,13580475.0,Betrayal,American Airlines Theatre,233016.0,306200.0,50.87,65.0,4581,740,0.8844,7,0
2000-12-24,30,12110830.0,Betrayal,American Airlines Theatre,243252.0,306200.0,50.38,65.0,4828,740,0.932,7,0
2000-12-31,31,19473568.0,Betrayal,American Airlines Theatre,237489.0,306200.0,51.43,65.0,4618,740,0.8915,7,0
2001-01-07,32,12348250.0,Betrayal,American Airlines Theatre,272856.0,349943.0,49.39,65.0,5525,740,0.9333,8,0
2001-01-14,33,12249664.0,Betrayal,American Airlines Theatre,247803.0,306200.0,53.25,65.0,4654,740,0.8985,7,0
2001-01-21,34,11033705.0,Betrayal,American Airlines Theatre,221511.0,306200.0,52.23,65.0,4241,740,0.8187,7,0
2001-01-28,35,11010665.0,Betrayal,American Airlines Theatre,275874.0,349943.0,52.88,65.0,5217,740,0.8813,8,0
2001-02-04,36,9858582.0,Betrayal,American Airlines Theatre,315413.0,349943.0,56.69,65.0,5564,740,0.9399,8,0
2013-10-06,19,21422658.0,Betrayal,Ethel Barrymore Theatre,1100818.0,934601.0,149.34,423.0,7371,1053,1.0,0,7
2013-10-13,20,24614028.0,Betrayal,Ethel Barrymore Theatre,1112027.0,934601.0,150.87,423.0,7371,1053,1.0,0,7
2013-10-20,21,24038298.0,Betrayal,Ethel Barrymore Theatre,1250565.0,1064326.0,148.45,423.0,8424,1053,1.0,0,8
2013-10-27,22,23158296.0,Betrayal,Ethel Barrymore Theatre,1103682.0,1073168.0,131.02,423.0,8424,1053,1.0,1,7
2013-11-03,23,22476713.0,Betrayal,Ethel Barrymore Theatre,1277952.0,1110712.0,151.7,423.0,8424,1053,1.0,8,0
2013-11-10,24,25659020.0,Betrayal,Ethel Barrymore Theatre,1245258.0,1120144.0,147.82,423.0,8424,1053,1.0,8,0
2013-11-17,25,24670333.0,Betrayal,Ethel Barrymore Theatre,1243485.0,1120144.0,147.61,423.0,8424,1053,1.0,8,0
2013-11-24,26,23426996.0,Betrayal,Ethel Barrymore Theatre,1240802.0,1120144.0,147.29,423.0,8424,1053,1.0,8,0
2013-12-01,27,31531069.0,Betrayal,Ethel Barrymore Theatre,1289324.0,1130674.0,153.05,423.0,8424,1053,1.0,8,0
2013-12-08,28,27935666.0,Betrayal,Ethel Barrymore Theatre,1267872.0,1120144.0,150.51,423.0,8424,1053,1.0,8,0
2013-12-15,29,26577883.0,Betrayal,Ethel Barrymore Theatre,1284344.0,1120144.0,152.46,423.0,8424,1053,1.0,8,0
2013-12-22,30,27539205.0,Betrayal,Ethel Barrymore Theatre,1276143.0,1120144.0,151.49,423.0,8424,1053,1.0,8,0
2013-12-29,31,38783854.0,Betrayal,Ethel Barrymore Theatre,1442087.0,1265427.0,152.17,423.0,9477,1053,1.0,9,0
2014-01-05,32,31143671.0,Betrayal,Ethel Barrymore Theatre,1367059.0,1265427.0,144.25,423.0,9477,1053,1.0,9,0
2019-08-18,12,31972753.31,Betrayal,Bernard B. Jacobs Theatre,420281.7,524144.0,111.51,248.0,3769,1036,0.9095,0,4
2019-08-25,13,27987012.48,Betrayal,Bernard B. Jacobs Theatre,617087.7,912612.0,101.08,248.0,6105,1036,0.8418,0,7
2019-09-01,14,28652876.74,Betrayal,Bernard B. Jacobs Theatre,626942.74,1039008.0,87.09,248.0,7199,1036,0.8686,0,8
2019-09-08,15,25965470.89,Betrayal,Bernard B. Jacobs Theatre,623474.5,1048288.0,80.78,248.0,7718,1036,0.9312,5,3
2019-09-15,16,29092570.96,Betrayal,Bernard B. Jacobs Theatre,803113.2,1048288.0,105.24,248.0,7631,1036,0.9207,8,0
2019-09-22,17,29320908.11,Betrayal,Bernard B. Jacobs Theatre,683274.4,1048288.0,110.71,248.0,6172,1036,0.7447,8,0
2019-09-29,18,29894777.05,Betrayal,Bernard B. Jacobs Theatre,658615.13,1048288.0,110.92,248.0,5938,1036,0.7165,8,0
2019-10-06,19,30098714.42,Betrayal,Bernard B. Jacobs Theatre,688901.25,1048288.0,112.64,248.0,6116,1036,0.7379,8,0
2019-10-13,20,35212990.4,Betrayal,Bernard B. Jacobs Theatre,730993.2,1048288.0,104.77,248.0,6977,1036,0.8418,8,0
2019-10-20,21,34644583.03,Betrayal,Bernard B. Jacobs Theatre,723031.5,1048288.0,106.19,248.0,6809,1036,0.8215,8,0
2019-10-27,22,33983842.0,Betrayal,Bernard B. Jacobs Theatre,678448.7,1048288.0,106.02,248.0,6399,1036,0.7721,8,0
2019-11-03,23,31122600.61,Betrayal,Bernard B. Jacobs Theatre,610796.36,1048288.0,94.87,248.0,6438,1036,0.7768,8,0
2019-11-10,24,35399366.34,Betrayal,Bernard B. Jacobs Theatre,697428.7,1048288.0,101.71,248.0,6857,1036,0.8273,8,0
2019-11-17,25,32819620.56,Betrayal,Bernard B. Jacobs Theatre,624575.48,1048288.0,100.04,248.0,6243,1036,0.7533,8,0
2019-11-24,26,32015928.6,Betrayal,Bernard B. Jacobs Theatre,549436.12,1048288.0,97.02,248.0,5663,1036,0.6833,8,0
2019-12-01,27,41687333.21,Betrayal,Bernard B. Jacobs Theatre,623430.86,1057568.0,98.35,248.0,6339,1036,0.7648,8,0
2019-12-08,28,38317632.21,Betrayal,Bernard B. Jacobs Theatre,826146.96,1048288.0,109.24,248.0,7563,1036,0.9125,8,0
1996-04-14,46,10418413.0,Big,Sam S. Shubert Theatre,358670.0,,41.89,70.0,8562,1449,0.8441,0,7
1996-04-21,47,10130202.0,Big,Sam S. Shubert Theatre,405525.0,,42.18,70.0,9614,1449,0.8294,0,8
1996-04-28,48,10621434.0,Big,Sam S. Shubert Theatre,366822.0,,44.29,70.0,8282,1449,0.7145,1,7
1996-05-05,49,10266092.0,Big,Sam S. Shubert Theatre,399001.0,,43.7,70.0,9131,1449,0.7877,8,0
1996-05-12,50,10331272.0,Big,Sam S. Shubert Theatre,425940.0,,44.27,70.0,9621,1449,0.83,8,0
1996-05-19,51,10838449.0,Big,Sam S. Shubert Theatre,417129.0,,43.81,70.0,9522,1449,0.8214,8,0
1996-05-26,52,10416214.0,Big,Sam S. Shubert Theatre,400137.0,,43.46,70.0,9206,1449,0.7942,8,0
1996-06-02,1,9393492.0,Big,Sam S. Shubert Theatre,359558.0,,43.89,70.0,8192,1449,0.7067,8,0
1996-06-09,2,9862643.0,Big,Sam S. Shubert Theatre,384231.0,,44.12,70.0,8709,1449,0.7513,8,0
1996-06-16,3,9685382.0,Big,Sam S. Shubert Theatre,383844.0,,45.7,70.0,8399,1449,0.7246,8,0
1996-06-23,4,10344592.0,Big,Sam S. Shubert Theatre,433296.0,,46.71,70.0,9276,1449,0.8002,8,0
1996-06-30,5,10272354.0,Big,Sam S. Shubert Theatre,398462.0,,44.69,70.0,8917,1449,0.7692,8,0
1996-07-07,6,8795182.0,Big,Sam S. Shubert Theatre,374054.0,,36.91,70.0,10134,1449,0.8742,8,0
1996-07-14,7,9386621.0,Big,Sam S. Shubert Theatre,369621.0,,38.81,70.0,9525,1449,0.8217,8,0
1996-07-21,8,8998132.0,Big,Sam S. Shubert Theatre,397967.0,,41.14,70.0,9674,1449,0.8345,8,0
1996-07-28,9,8966558.0,Big,Sam S. Shubert Theatre,394668.0,,42.25,70.0,9341,1449,0.8058,8,0
1996-08-04,10,8935045.0,Big,Sam S. Shubert Theatre,374323.0,,41.84,70.0,8946,1449,0.7717,8,0
1996-08-11,11,9351453.0,Big,Sam S. Shubert Theatre,365759.0,,44.56,70.0,8208,1449,0.7081,8,0
1996-08-18,12,9418668.0,Big,Sam S. Shubert Theatre,398532.0,,43.33,70.0,9198,1449,0.7935,8,0
1996-08-25,13,9086353.0,Big,Sam S. Shubert Theatre,375950.0,,42.87,70.0,8769,1449,0.7565,8,0
1996-09-01,14,9089776.0,Big,Sam S. Shubert Theatre,389890.0,,43.38,70.0,8988,1449,0.7754,8,0
1996-09-08,15,7188246.0,Big,Sam S. Shubert Theatre,266287.0,,42.83,70.0,6217,1449,0.5363,8,0
1996-09-15,16,7889390.0,Big,Sam S. Shubert Theatre,191598.0,,36.61,70.0,5233,1449,0.4514,8,0
1996-09-22,17,8421178.0,Big,Sam S. Shubert Theatre,218256.0,,38.46,70.0,5675,1449,0.4896,8,0
1996-09-29,18,8572013.0,Big,Sam S. Shubert Theatre,248465.0,,37.61,70.0,6606,1449,0.5699,8,0
1996-10-06,19,8814278.0,Big,Sam S. Shubert Theatre,301380.0,,40.05,70.0,7525,1449,0.6492,8,0
1996-10-13,20,9351932.0,Big,Sam S. Shubert Theatre,337512.0,,40.06,70.0,8425,1449,0.7268,8,0
1986-04-06,44,3632735.0,Big Deal,Broadway Theatre,142591.0,,29.06,,4907,1741,0.5637,0,5
1986-04-13,45,3409648.0,Big Deal,Broadway Theatre,225612.0,,34.57,,6526,1741,0.4686,5,3
1986-04-20,46,3727500.0,Big Deal,Broadway Theatre,248758.0,,34.42,,7228,1741,0.519,8,0
1986-04-27,47,3822705.0,Big Deal,Broadway Theatre,218429.0,,34.32,,6365,1741,0.457,8,0
1986-05-04,48,3964216.0,Big Deal,Broadway Theatre,238361.0,,35.49,,6717,1741,0.4823,8,0
1986-05-11,49,4084435.0,Big Deal,Broadway Theatre,267247.0,,36.1,,7402,1741,0.5314,8,0
1986-05-18,50,4304818.0,Big Deal,Broadway Theatre,262088.0,,35.55,,7372,1741,0.5293,8,0
1986-05-25,51,4094262.0,Big Deal,Broadway Theatre,249565.0,,35.3,,7070,1741,0.5076,8,0
1986-06-01,52,3310430.0,Big Deal,Broadway Theatre,206812.0,,33.56,,6163,1741,0.4425,8,0
1986-06-08,1,3846160.0,Big Deal,Broadway Theatre,210846.0,,34.02,,6197,1741,0.4449,8,0
2013-09-08,15,18374971.0,Big Fish,Neil Simon Theatre,383543.0,661384.0,69.48,200.0,5520,1367,1.0095,0,4
2013-09-15,16,18556318.0,Big Fish,Neil Simon Theatre,582583.0,1157422.0,65.93,200.0,8836,1367,0.9234,0,7
2013-09-22,17,19497282.0,Big Fish,Neil Simon Theatre,690188.0,1322768.0,71.26,200.0,9685,1367,0.8856,0,8
2013-09-29,18,19453422.0,Big Fish,Neil Simon Theatre,736722.0,1322768.0,73.32,200.0,10048,1367,0.9188,0,8
2013-10-06,19,21422658.0,Big Fish,Neil Simon Theatre,643550.0,1157422.0,61.68,200.0,10434,1367,0.9541,1,7
2013-10-13,20,24614028.0,Big Fish,Neil Simon Theatre,856110.0,1372048.0,84.66,200.0,10112,1411,0.8958,8,0
2013-10-20,21,24038298.0,Big Fish,Neil Simon Theatre,841498.0,1372048.0,86.75,200.0,9700,1411,0.8593,8,0
2013-10-27,22,23158296.0,Big Fish,Neil Simon Theatre,751326.0,1372048.0,84.7,200.0,8870,1411,0.7858,8,0
2013-11-03,23,22476713.0,Big Fish,Neil Simon Theatre,647165.0,1372048.0,83.17,200.0,7781,1411,0.6893,8,0
2013-11-10,24,25659020.0,Big Fish,Neil Simon Theatre,600339.0,1372048.0,79.04,200.0,7595,1411,0.6728,8,0
2013-11-17,25,24670333.0,Big Fish,Neil Simon Theatre,465471.0,1372048.0,58.61,200.0,7942,1411,0.7036,8,0
2013-11-24,26,23426996.0,Big Fish,Neil Simon Theatre,453940.0,1372048.0,62.85,200.0,7223,1411,0.6399,8,0
2013-12-01,27,31531069.0,Big Fish,Neil Simon Theatre,642180.0,1372048.0,79.35,200.0,8093,1411,0.717,8,0
2013-12-08,28,27935666.0,Big Fish,Neil Simon Theatre,571516.0,1372048.0,70.71,200.0,8082,1411,0.716,8,0
2013-12-15,29,26577883.0,Big Fish,Neil Simon Theatre,503315.0,1372048.0,65.19,200.0,7721,1411,0.684,8,0
2013-12-22,30,27539205.0,Big Fish,Neil Simon Theatre,538081.0,1372048.0,67.9,200.0,7925,1411,0.7021,8,0
2013-12-29,31,38783854.0,Big Fish,Neil Simon Theatre,950667.0,1600154.0,85.16,200.0,11163,1411,0.879,9,0
1985-06-09,1,3915937.0,Big River,Eugene O'Neill Theatre,255386.0,,31.96,,7992,1018,0.9813,8,0
1985-06-16,2,3685742.0,Big River,Eugene O'Neill Theatre,264247.0,,33.23,,7952,1018,0.9764,8,0
1985-06-23,3,3690242.0,Big River,Eugene O'Neill Theatre,273593.0,,33.9,,8071,1018,0.991,8,0
1985-06-30,4,3986642.0,Big River,Eugene O'Neill Theatre,292678.0,,35.67,,8205,1018,1.0075,8,0
1985-07-07,5,2929052.0,Big River,Eugene O'Neill Theatre,267335.0,,33.95,,7874,1018,0.9668,8,0
1985-07-14,6,3072770.0,Big River,Eugene O'Neill Theatre,285309.0,,34.93,,8169,1018,1.0031,8,0
1985-07-21,7,3260312.0,Big River,Eugene O'Neill Theatre,282254.0,,34.4,,8206,1018,1.0076,8,0
1985-07-28,8,2989271.0,Big River,Eugene O'Neill Theatre,296883.0,,36.18,,8206,1018,1.0076,8,0
1985-08-04,9,2999130.0,Big River,Eugene O'Neill Theatre,292503.0,,36.02,,8120,1018,0.9971,8,0
1985-08-11,10,3161255.0,Big River,Eugene O'Neill Theatre,300266.0,,36.86,,8146,1018,1.0002,8,0
1985-08-18,11,3200365.0,Big River,Eugene O'Neill Theatre,307622.0,,37.74,,8152,1018,1.001,8,0
1985-08-25,12,3099133.0,Big River,Eugene O'Neill Theatre,306577.0,,37.69,,8134,1018,0.9988,8,0
1985-09-01,13,3117089.0,Big River,Eugene O'Neill Theatre,303347.0,,37.27,,8140,1018,0.9995,8,0
1985-09-08,14,2474396.0,Big River,Eugene O'Neill Theatre,252347.0,,34.37,,7342,1018,0.9015,8,0
1985-09-15,15,2844860.0,Big River,Eugene O'Neill Theatre,272763.0,,35.46,,7692,1018,0.9445,8,0
1985-09-22,16,2958210.0,Big River,Eugene O'Neill Theatre,259864.0,,34.86,,7455,1018,0.9154,8,0
